id_commande,date,id_client,produit,categorie,quantite,prix_unitaire,remise,montant,region,canal,moyen_paiement
100136,2025-11-13,CLI0079,Jean slim,Mode,1,59,0.0,59.0,Ile-de-France,Mobile,Cheque cadeau
100137,2025-07-11,CLI0239,Livre - Data Science,Culture,1,35,0.0,35.0,Ile-de-France,Web,Cheque cadeau
100138,2025-08-08,CLI0395,Smartphone Galaxy S,Electronique,1,799,0.0,799.0,PACA,Magasin,Cheque cadeau
100141,2025-08-21,CLI0200,Livre - Data Science,Culture,3,35,0.0,105.0,Hauts-de-France,Magasin,PayPal
100142,2025-10-29,CLI0140,Livre - Data Science,Culture,3,35,0.2,84.0,Nouvelle-Aquitaine,Web,Cheque cadeau
100143,2025-04-26,CLI0348,Lampe LED design,Maison,1,39,0.0,39.0,Bretagne,Web,Cheque cadeau
100146,2025-11-19,CLI0202,Smartphone Galaxy S,Electronique,1,799,0.0,799.0,Ile-de-France,Magasin,Cheque cadeau
100147,2025-08-11,CLI0237,T-shirt coton bio,Mode,2,25,0.1,45.0,Ile-de-France,Mobile,Cheque cadeau
100148,2025-06-23,CLI0233,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Occitanie,Mobile,Virement
100149,2025-12-08,CLI0216,Veste impermeable,Mode,1,79,0.0,79.0,PACA,Web,Cheque cadeau
100150,2025-09-30,CLI0277,Casque Bluetooth Pro,Electronique,2,129,0.0,258.0,Occitanie,Web,Carte
100155,2025-09-04,CLI0011,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Auvergne-Rhone-Alpes,Web,Cheque cadeau
100158,2025-11-09,CLI0132,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Auvergne-Rhone-Alpes,Magasin,Carte
100160,2025-05-22,CLI0160,Montre connectee FitWatch,Electronique,2,199,0.0,398.0,Hauts-de-France,Web,Virement
100162,2025-12-20,CLI0193,Lampe LED design,Maison,1,39,0.0,39.0,Bretagne,Web,Carte
100164,2025-02-20,CLI0357,Cafetiere expresso,Maison,1,149,0.0,149.0,PACA,Magasin,Carte
100167,2025-11-10,CLI0273,Livre - Data Science,Culture,2,35,0.0,70.0,Bretagne,Mobile,Carte
100169,2025-11-22,CLI0216,Creme hydratante,Beaute,1,22,0.0,22.0,Ile-de-France,Mobile,Virement
100173,2025-03-01,CLI0376,Parfum Eau Fraiche,Beaute,1,55,0.0,55.0,Bretagne,Mobile,Cheque cadeau
100174,2025-07-15,CLI0375,Veste impermeable,Mode,2,79,0.0,158.0,Occitanie,Web,Carte
100175,2025-12-16,CLI0231,Baskets running AirLite,Mode,1,89,0.0,89.0,PACA,Mobile,Cheque cadeau
100176,2025-11-04,CLI0254,Aspirateur robot CleanBot,Maison,1,299,0.2,239.2,Auvergne-Rhone-Alpes,Mobile,PayPal
100177,2025-04-16,CLI0133,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Occitanie,Magasin,Virement
100178,2025-11-15,CLI0265,Jean slim,Mode,1,59,0.0,59.0,Ile-de-France,Web,Cheque cadeau
100180,2025-08-17,CLI0244,Creme hydratante,Beaute,1,22,0.0,22.0,Nouvelle-Aquitaine,Web,Carte
100181,2025-05-07,CLI0208,Baskets running AirLite,Mode,1,89,0.0,89.0,Occitanie,Magasin,Virement
100183,2025-05-02,CLI0218,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Occitanie,Magasin,Cheque cadeau
100184,2025-05-06,CLI0129,Baskets running AirLite,Mode,1,89,0.0,89.0,Ile-de-France,Magasin,PayPal
100185,2025-08-25,CLI0381,T-shirt coton bio,Mode,1,25,0.2,20.0,Auvergne-Rhone-Alpes,Web,Cheque cadeau
100188,2025-10-05,CLI0145,Montre connectee FitWatch,Electronique,1,199,0.0,199.0,PACA,Web,Virement
100189,2025-06-03,CLI0092,Cafetiere expresso,Maison,-1,149,0.0,149.0,Ile-de-France,Magasin,PayPal
100190,2025-07-04,CLI0028,Cafetiere expresso,Maison,1,149,0.0,149.0,Bretagne,Web,Cheque cadeau
100191,2025-02-16,CLI0007,Cafetiere expresso,Maison,1,149,0.1,134.1,Nouvelle-Aquitaine,Mobile,Cheque cadeau
100192,2025-07-23,CLI0027,Veste impermeable,Mode,1,79,0.0,79.0,PACA,Mobile,Carte
100193,2025-12-07,CLI0206,Creme hydratante,Beaute,1,22,0.0,22.0,Ile-de-France,Magasin,Carte
100194,2025-08-10,CLI0289,Cafetiere expresso,Maison,1,149,0.0,149.0,Ile-de-France,Web,Carte
100196,2025-11-21,CLI0306,Baskets running AirLite,Mode,2,89,0.0,178.0,PACA,Magasin,Cheque cadeau
100197,2025-09-07,CLI0227,Cafetiere expresso,Maison,2,149,0.0,298.0,PACA,Magasin,Cheque cadeau
100198,2025-11-21,CLI0318,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Hauts-de-France,Magasin,Carte
100199,2025-12-02,CLI0107,Jean slim,Mode,1,59,0.0,59.0,Occitanie,Magasin,Carte
100200,2025-06-09,CLI0089,Ordinateur portable UltraBook,Electronique,2,1099,0.0,2198.0,Auvergne-Rhone-Alpes,Web,Cheque cadeau
100201,2025-06-27,CLI0305,Creme hydratante,Beaute,1,22,0.0,22.0,Occitanie,Web,PayPal
100202,2025-06-28,CLI0145,Casse-tete 1000 pieces,Culture,2,19,0.0,38.0,Ile-de-France,Magasin,PayPal
100205,2025-11-26,CLI0339,Jean slim,Mode,1,59,0.0,59.0,Nouvelle-Aquitaine,Web,PayPal
100209,2025-09-10,CLI0085,Cafetiere expresso,Maison,1,149,0.0,149.0,Hauts-de-France,Magasin,Virement
100210,2025-12-03,CLI0240,Cafetiere expresso,Maison,1,149,0.0,149.0,Bretagne,Mobile,Virement
100212,2025-04-25,CLI0042,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Nouvelle-Aquitaine,Magasin,Virement
100214,2025-03-16,CLI0118,Smartphone Galaxy S,Electronique,2,799,0.0,1598.0,PACA,Magasin,Virement
100217,2025-06-13,CLI0334,Casse-tete 1000 pieces,Culture,1,19,0.0,19.0,Occitanie,Web,Cheque cadeau
100218,2025-07-11,CLI0252,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Nouvelle-Aquitaine,Mobile,Cheque cadeau
100219,2025-02-05,CLI0344,Montre connectee FitWatch,Electronique,1,199,0.0,199.0,PACA,Web,Virement
100220,2025-06-01,CLI0254,Cafetiere expresso,Maison,2,149,0.0,298.0,Bretagne,Mobile,Carte
100221,2025-09-25,CLI0162,Veste impermeable,Mode,1,79,0.0,79.0,Occitanie,Web,Cheque cadeau
100223,2025-12-21,CLI0001,Casse-tete 1000 pieces,Culture,1,19,0.1,17.1,Nouvelle-Aquitaine,Web,PayPal
100226,2025-08-05,CLI0227,Casque Bluetooth Pro,Electronique,1,129,0.1,116.1,Auvergne-Rhone-Alpes,Mobile,PayPal
100229,2025-08-21,CLI0015,Baskets running AirLite,Mode,2,89,0.0,1780.0,Bretagne,Web,Virement
100231,2025-07-25,CLI0116,Montre connectee FitWatch,Electronique,1,199,0.0,199.0,Nouvelle-Aquitaine,Web,PayPal
100233,2025-03-10,CLI0362,Veste impermeable,Mode,1,79,0.0,79.0,Nouvelle-Aquitaine,Mobile,Cheque cadeau
100234,2025-02-22,CLI0283,Enceinte SoundBox,Electronique,2,89,0.0,178.0,Nouvelle-Aquitaine,Web,PayPal
100236,2025-06-30,CLI0213,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,PACA,Magasin,Virement
100238,2025-05-02,CLI0153,Creme hydratante,Beaute,1,22,0.1,19.8,PACA,Web,Cheque cadeau
100242,2025-08-27,CLI0165,Jean slim,Mode,1,59,0.0,59.0,Bretagne,Web,Cheque cadeau
100243,2025-09-10,CLI0398,Livre - Data Science,Culture,2,35,0.0,70.0,Ile-de-France,Mobile,Cheque cadeau
100246,2025-10-10,CLI0340,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Nouvelle-Aquitaine,Web,PayPal
100248,2025-12-05,CLI0052,Casse-tete 1000 pieces,Culture,1,19,0.1,17.1,Ile-de-France,Magasin,Cheque cadeau
100249,2025-12-08,CLI0074,Livre - Data Science,Culture,2,35,0.1,63.0,PACA,Magasin,PayPal
100251,2025-10-28,CLI0355,Lampe LED design,Maison,2,39,0.0,78.0,Bretagne,Web,Virement
100257,2025-07-21,CLI0278,Casque Bluetooth Pro,Electronique,2,129,0.0,258.0,Hauts-de-France,Web,PayPal
100262,2025-05-06,CLI0051,Montre connectee FitWatch,Electronique,1,199,0.0,199.0,Nouvelle-Aquitaine,Web,Virement
100264,2025-12-27,CLI0029,Cafetiere expresso,Maison,1,149,0.0,149.0,Occitanie,Mobile,Cheque cadeau
100265,2025-12-14,CLI0272,Livre - Data Science,Culture,3,35,0.0,105.0,Hauts-de-France,Magasin,PayPal
100268,2025-05-14,CLI0350,Baskets running AirLite,Mode,2,89,0.2,142.4,Nouvelle-Aquitaine,Magasin,PayPal
100269,2025-06-22,CLI0327,Veste impermeable,Mode,1,79,0.1,71.1,Nouvelle-Aquitaine,Mobile,Carte
100271,2025-07-22,CLI0148,T-shirt coton bio,Mode,2,25,0.0,50.0,Ile-de-France,Mobile,Virement
100273,2025-01-20,CLI0218,Veste impermeable,Mode,1,79,0.0,79.0,Nouvelle-Aquitaine,Mobile,PayPal
100276,2025-05-23,CLI0196,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Hauts-de-France,Mobile,Virement
100277,2025-09-16,CLI0338,Lampe LED design,Maison,2,39,0.0,78.0,Occitanie,Web,Carte
100279,2025-11-26,CLI0147,Baskets running AirLite,Mode,3,89,0.1,240.3,Hauts-de-France,Mobile,PayPal
100283,2025-12-14,CLI0338,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Bretagne,Web,Carte
100284,2025-11-12,CLI0226,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Hauts-de-France,Mobile,PayPal
100285,2025-02-10,CLI0152,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Bretagne,Mobile,PayPal
100286,2025-05-25,CLI0277,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Hauts-de-France,Magasin,Virement
100288,2025-08-28,CLI0247,Cafetiere expresso,Maison,1,149,0.1,134.1,Bretagne,Mobile,Carte
100289,2025-09-10,CLI0039,Enceinte SoundBox,Electronique,2,89,0.0,178.0,PACA,Web,Cheque cadeau
100292,2025-01-10,CLI0203,Smartphone Galaxy S,Electronique,2,799,0.1,1438.2,Occitanie,Magasin,Carte
100293,2025-12-31,CLI0345,Veste impermeable,Mode,1,79,0.0,79.0,Hauts-de-France,Mobile,Virement
100295,2025-05-26,CLI0318,Aspirateur robot CleanBot,Maison,3,299,0.0,897.0,Hauts-de-France,Web,Carte
100296,2025-12-07,CLI0238,Cafetiere expresso,Maison,1,149,0.0,149.0,Bretagne,Mobile,Carte
100297,2025-11-11,CLI0020,Cafetiere expresso,Maison,2,149,0.0,298.0,Nouvelle-Aquitaine,Web,Carte
100298,2025-04-08,CLI0276,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Nouvelle-Aquitaine,Mobile,Virement
100299,2025-11-07,CLI0381,Livre - Data Science,Culture,2,35,0.0,70.0,Hauts-de-France,Magasin,PayPal
100300,2025-12-17,CLI0336,Montre connectee FitWatch,Electronique,1,199,0.1,179.1,PACA,Mobile,Cheque cadeau
100302,2025-02-22,CLI0354,Set de couteaux ChefPro,Maison,2,69,0.0,138.0,Auvergne-Rhone-Alpes,Mobile,Cheque cadeau
100305,2025-03-19,CLI0352,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Hauts-de-France,Magasin,Virement
100306,2025-06-22,CLI0142,Jean slim,Mode,1,59,0.0,59.0,Ile-de-France,Mobile,Carte
100309,2025-12-14,CLI0011,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,PACA,Mobile,PayPal
100312,2025-04-28,CLI0392,Jean slim,Mode,2,59,0.0,118.0,Hauts-de-France,Web,PayPal
100313,2025-02-23,CLI0076,Smartphone Galaxy S,Electronique,3,799,0.0,2397.0,Occitanie,Web,PayPal
100314,2025-09-08,CLI0090,Montre connectee FitWatch,Electronique,1,199,0.0,199.0,Bretagne,Web,PayPal
100315,2025-10-30,CLI0122,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Ile-de-France,Web,Virement
100317,2025-03-16,CLI0059,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Nouvelle-Aquitaine,Mobile,Virement
100318,2025-09-09,CLI0056,Casse-tete 1000 pieces,Culture,3,19,0.0,57.0,Hauts-de-France,Web,Carte
100319,2025-12-04,CLI0338,Parfum Eau Fraiche,Beaute,1,55,0.0,55.0,Occitanie,Mobile,Carte
100320,2025-11-04,CLI0246,Lampe LED design,Maison,1,39,0.0,39.0,Nouvelle-Aquitaine,Magasin,Carte
100321,2025-12-01,CLI0228,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Ile-de-France,Mobile,PayPal
100322,2025-02-20,CLI0141,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,Nouvelle-Aquitaine,Magasin,Virement
100325,2025-11-26,CLI0336,Jean slim,Mode,2,59,0.0,118.0,Nouvelle-Aquitaine,Mobile,PayPal
100326,2025-03-10,CLI0233,Lampe LED design,Maison,3,39,0.0,117.0,Nouvelle-Aquitaine,Magasin,Carte
100327,2025-07-24,CLI0161,Veste impermeable,Mode,1,79,0.0,79.0,Occitanie,Web,Cheque cadeau
100328,2025-04-21,CLI0044,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Nouvelle-Aquitaine,Web,Virement
100332,2025-07-03,CLI0344,Montre connectee FitWatch,Electronique,1,199,0.1,179.1,Nouvelle-Aquitaine,Mobile,Cheque cadeau
100337,2025-05-02,CLI0296,Parfum Eau Fraiche,Beaute,1,55,0.0,55.0,Auvergne-Rhone-Alpes,Web,Cheque cadeau
100338,2025-04-02,CLI0056,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,PACA,Magasin,Virement
100344,2025-12-12,CLI0315,Smartphone Galaxy S,Electronique,2,799,0.0,1598.0,Hauts-de-France,Magasin,Virement
100345,2025-08-06,CLI0140,Cafetiere expresso,Maison,1,149,0.0,149.0,Occitanie,Mobile,Carte
100346,2025-09-06,CLI0074,Lampe LED design,Maison,1,39,0.0,39.0,Ile-de-France,Web,Carte
100347,2025-02-25,CLI0272,Jean slim,Mode,2,59,0.1,106.2,Nouvelle-Aquitaine,Mobile,Cheque cadeau
100348,2025-03-02,CLI0190,Cafetiere expresso,Maison,1,149,0.1,134.1,Bretagne,Mobile,Carte
100350,2025-04-23,CLI0387,Casque Bluetooth Pro,Electronique,1,129,0.2,103.2,Bretagne,Web,Virement
100351,2025-10-30,CLI0218,Creme hydratante,Beaute,1,22,0.0,22.0,Hauts-de-France,Mobile,Cheque cadeau
100352,2025-01-28,CLI0387,Parfum Eau Fraiche,Beaute,1,55,0.0,55.0,Ile-de-France,Mobile,Cheque cadeau
100353,2025-12-31,CLI0348,Creme hydratante,Beaute,1,22,0.0,22.0,Hauts-de-France,Magasin,Virement
100354,2025-01-07,CLI0203,Casque Bluetooth Pro,Electronique,1,129,0.0,129.0,Ile-de-France,Web,Virement
100355,2025-12-29,CLI0393,Enceinte SoundBox,Electronique,1,89,0.0,89.0,PACA,Mobile,Virement
100357,2025-08-15,CLI0221,T-shirt coton bio,Mode,1,25,0.0,25.0,Auvergne-Rhone-Alpes,Mobile,PayPal
100358,2025-04-29,CLI0343,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Ile-de-France,Mobile,Carte
100363,2025-10-27,CLI0364,Livre - Data Science,Culture,1,35,0.0,35.0,Occitanie,Web,Cheque cadeau
100364,2025-01-25,CLI0167,T-shirt coton bio,Mode,1,25,0.0,25.0,PACA,Magasin,Cheque cadeau
100367,2025-04-21,CLI0055,Baskets running AirLite,Mode,1,89,0.0,89.0,Nouvelle-Aquitaine,Magasin,Cheque cadeau
100368,2025-04-21,CLI0203,Cafetiere expresso,Maison,1,149,0.0,149.0,Bretagne,Mobile,PayPal
100369,2025-03-24,CLI0087,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Hauts-de-France,Magasin,Carte
100370,2025-06-29,CLI0100,Set de couteaux ChefPro,Maison,1,69,0.0,69.0,Occitanie,Magasin,PayPal
100371,2025-11-11,CLI0075,Veste impermeable,Mode,3,79,0.0,237.0,Auvergne-Rhone-Alpes,Web,PayPal
100374,2025-10-04,CLI0396,Creme hydratante,Beaute,1,22,0.0,22.0,Nouvelle-Aquitaine,Magasin,Cheque cadeau
100376,2025-12-16,CLI0330,Aspirateur robot CleanBot,Maison,1,299,0.0,299.0,PACA,Magasin,Virement
100377,2025-04-05,CLI0035,Creme hydratante,Beaute,1,22,0.0,22.0,Nouvelle-Aquitaine,Magasin,Virement
100380,2025-02-09,CLI0038,Cafetiere expresso,Maison,1,149,0.2,119.2,Nouvelle-Aquitaine,Mobile,Carte
100381,2025-01-06,CLI0147,Ordinateur portable UltraBook,Electronique,1,1099,0.2,879.2,Bretagne,Web,Cheque cadeau
100383,2025-12-01,CLI0379,Casque Bluetooth Pro,Electronique,2,129,0.0,258.0,Nouvelle-Aquitaine,Magasin,PayPal
100384,2025-03-03,CLI0244,Parfum Eau Fraiche,Beaute,2,55,0.0,110.0,Auvergne-Rhone-Alpes,Web,Cheque cadeau
100385,2025-01-26,CLI0176,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Hauts-de-France,Magasin,PayPal
100386,2025-11-22,CLI0363,Casse-tete 1000 pieces,Culture,3,19,0.0,57.0,Nouvelle-Aquitaine,Magasin,PayPal
100387,2025-07-31,CLI0145,Lampe LED design,Maison,1,39,0.0,39.0,Nouvelle-Aquitaine,Mobile,Carte
100390,2025-03-31,CLI0049,Lampe LED design,Maison,2,39,0.0,78.0,Occitanie,Mobile,PayPal
100391,2025-05-19,CLI0299,Enceinte SoundBox,Electronique,2,89,0.0,178.0,Occitanie,Mobile,Cheque cadeau
100392,2025-09-16,CLI0363,Ordinateur portable UltraBook,Electronique,1,1099,0.0,1099.0,Occitanie,Magasin,Cheque cadeau
100394,2025-09-18,CLI0066,Parfum Eau Fraiche,Beaute,1,55,0.2,44.0,Ile-de-France,Magasin,Cheque cadeau
100396,2025-06-17,CLI0159,T-shirt coton bio,Mode,2,25,0.0,50.0,Auvergne-Rhone-Alpes,Mobile,Cheque cadeau
100397,2025-04-11,CLI0071,Enceinte SoundBox,Electronique,1,89,0.0,89.0,Ile-de-France,Mobile,Carte
100399,2025-04-04,CLI0379,Parfum Eau Fraiche,Beaute,1,55,0.1,49.5,Ile-de-France,Magasin,Virement
100401,2025-11-30,CLI0306,Lampe LED design,Maison,2,39,0.2,62.4,Auvergne-Rhone-Alpes,Web,PayPal
